Area,Demand,Supply,Date,,,
Chittagong ,1318,1318,9/1/21,,,
Khulna ,1582,1582,9/1/21,,,
Rajshahi ,1242,1242,9/1/21,,,
Comilla,1221,1221,9/1/21,,,
Mymensingh,966,966,9/1/21,,,
Sylhet ,540,540,9/1/21,,,
Barisal ,389,389,9/1/21,,,
Rangpur ,804,804,9/1/21,,,
Dhaka,4403,4403,8/31/21,,,
Chittagong ,1362,1362,8/31/21,,,
Khulna ,1567,1567,8/31/21,,,
Rajshahi ,1227,1227,8/31/21,,,
Comilla,1205,1205,8/31/21,,,
Mymensingh,924,924,8/31/21,,,
Sylhet ,552,552,8/31/21,,,
Barisal ,405,405,8/31/21,,,
Rangpur ,768,768,8/31/21,,,
Dhaka,4306,4306,8/30/21,,,
Chittagong ,1284,1284,8/30/21,,,
Khulna ,1537,1537,8/30/21,,,
Rajshahi ,1275,1275,8/30/21,,,
Comilla,1178,1178,8/30/21,,,
Mymensingh,1000,1000,8/30/21,,,
Sylhet ,500,500,8/30/21,,,
Barisal ,374,374,8/30/21,,,
Rangpur ,780,780,8/30/21,,,
Dhaka,4320,4320,8/29/21,,,
Chittagong ,1257,1257,8/29/21,,,
Khulna ,1530,1530,8/29/21,,,
Rajshahi ,1206,1206,8/29/21,,,
Comilla,1207,1207,8/29/21,,,
Mymensingh,960,960,8/29/21,,,
Sylhet ,540,540,8/29/21,,,
Barisal ,380,380,8/29/21,,,
Rangpur ,747,747,8/29/21,,,
Dhaka,4446,4446,8/28/21,,,
Chittagong ,1302,1302,8/28/21,,,
Khulna ,1455,1455,8/28/21,,,
Rajshahi ,1205,1205,8/28/21,,,
Comilla,1183,1183,8/28/21,,,
Mymensingh,954,954,8/28/21,,,
Sylhet ,562,562,8/28/21,,,
Barisal ,298,298,8/28/21,,,
Rangpur ,768,768,8/28/21,,,
Dhaka,3850,3850,8/27/21,,,
Chittagong ,1257,1257,8/27/21,,,
Khulna ,1503,1503,8/27/21,,,
Rajshahi ,1193,1193,8/27/21,,,
Comilla,1223,1223,8/27/21,,,
Mymensingh,905,905,8/27/21,,,
Sylhet ,535,535,8/27/21,,,
Barisal ,374,374,8/27/21,,,
Rangpur ,756,756,8/27/21,,,
Dhaka,4241,4241,8/26/21,,,
Chittagong ,1359,1359,8/26/21,,,
Khulna ,1470,1470,8/26/21,,,
Rajshahi ,1154,1154,8/26/21,,,
Comilla,1185,1185,8/26/21,,,
Mymensingh,918,918,8/26/21,,,
Sylhet ,477,477,8/26/21,,,
Barisal ,367,367,8/26/21,,,
Rangpur ,744,744,8/26/21,,,
Dhaka,4510,4510,8/25/21,,,
Chittagong ,1252,1252,8/25/21,,,
Khulna ,1551,1551,8/25/21,,,
Rajshahi ,1282,1282,8/25/21,,,
Comilla,1127,1127,8/25/21,,,
Mymensingh,908,908,8/25/21,,,
Sylhet ,463,463,8/25/21,,,
Barisal ,381,381,8/25/21,,,
Rangpur ,829,829,8/25/21,,,
Dhaka,4436,4436,8/24/21,,,
Chittagong ,1358,1358,8/24/21,,,
Khulna ,1548,1548,8/24/21,,,
Rajshahi ,1259,1259,8/24/21,,,
Comilla,1184,1184,8/24/21,,,
Mymensingh,926,926,8/24/21,,,
Sylhet ,401,401,8/24/21,,,
Barisal ,381,381,8/24/21,,,
Rangpur ,772,772,8/24/21,,,
Dhaka,4297,4297,8/23/21,,,
Chittagong ,1267,1267,8/23/21,,,
Khulna ,1644,1644,8/23/21,,,
Rajshahi ,1234,1234,8/23/21,,,
Comilla,1133,1133,8/23/21,,,
Mymensingh,828,828,8/23/21,,,
Sylhet ,313,313,8/23/21,,,
Barisal ,380,380,8/23/21,,,
Rangpur ,724,724,8/23/21,,,
Dhaka,4534,4534,8/22/21,,,
Chittagong ,1320,1320,8/22/21,,,
Khulna ,1651,1651,8/22/21,,,
Rajshahi ,1357,1357,8/22/21,,,
Comilla,1210,1210,8/22/21,,,
Mymensingh,901,901,8/22/21,,,
Sylhet ,496,496,8/22/21,,,
Barisal ,376,376,8/22/21,,,
Rangpur ,820,820,8/22/21,,,
Dhaka,4257,4257,8/21/21,,,
Chittagong ,1237,1237,8/21/21,,,
Khulna ,1546,1546,8/21/21,,,
Rajshahi ,1261,1261,8/21/21,,,
Comilla,1183,1183,8/21/21,,,
Mymensingh,963,963,8/21/21,,,
Sylhet ,496,496,8/21/21,,,
Barisal ,367,367,8/21/21,,,
Rangpur ,802,802,8/21/21,,,
Dhaka,3727,3727,8/20/21,,,
Chittagong ,1124,1124,8/20/21,,,
Khulna ,1450,1450,8/20/21,,,
Rajshahi ,1190,1190,8/20/21,,,
Comilla,1088,1088,8/20/21,,,
Mymensingh,943,943,8/20/21,,,
Sylhet ,466,466,8/20/21,,,
Barisal ,308,308,8/20/21,,,
Rangpur ,767,767,8/20/21,,,
Dhaka,4213,4213,8/19/21,,,
Chittagong ,1213,1213,8/19/21,,,
Khulna ,1464,1464,8/19/21,,,
Rajshahi ,1275,1275,8/19/21,,,
Comilla,1106,1106,8/19/21,,,
Mymensingh,973,973,8/19/21,,,
Sylhet ,478,478,8/19/21,,,
Barisal ,333,333,8/19/21,,,
Rangpur ,834,834,8/19/21,,,
Dhaka,4279,4279,8/18/21,,,
Chittagong ,1218,1218,8/18/21,,,
Khulna ,1503,1503,8/18/21,,,
Rajshahi ,1273,1273,8/18/21,,,
Comilla,1050,1050,8/18/21,,,
Mymensingh,953,953,8/18/21,,,
Sylhet ,460,460,8/18/21,,,
Barisal ,328,328,8/18/21,,,
Rangpur ,831,831,8/18/21,,,
Dhaka,4275,4275,8/17/21,,,
Chittagong ,1261,1261,8/17/21,,,
Khulna ,1537,1537,8/17/21,,,
Rajshahi ,1289,1289,8/17/21,,,
Comilla,1155,1155,8/17/21,,,
Mymensingh,986,986,8/17/21,,,
Sylhet ,484,484,8/17/21,,,
Barisal ,356,356,8/17/21,,,
Rangpur ,805,805,8/17/21,,,
Dhaka,4325,4325,8/16/21,,,
Chittagong ,1333,1333,8/16/21,,,
Khulna ,1569,1569,8/16/21,,,
Rajshahi ,1290,1290,8/16/21,,,
Comilla,1136,1136,8/16/21,,,
Mymensingh,991,991,8/16/21,,,
Sylhet ,506,506,8/16/21,,,
Barisal ,375,375,8/16/21,,,
Rangpur ,800,800,8/16/21,,,
Dhaka,3771,3771,8/15/21,,,
Chittagong ,1189,1189,8/15/21,,,
Khulna ,1632,1632,8/15/21,,,
Rajshahi ,1325,1325,8/15/21,,,
Comilla,1181,1181,8/15/21,,,
Mymensingh,990,990,8/15/21,,,
Sylhet ,506,506,8/15/21,,,
Barisal ,370,370,8/15/21,,,
Rangpur ,795,795,8/15/21,,,
Dhaka,4206,4206,8/14/21,,,
Chittagong ,1223,1223,8/14/21,,,
Khulna ,1575,1575,8/14/21,,,
Rajshahi ,1215,1215,8/14/21,,,
Comilla,1182,1182,8/14/21,,,
Mymensingh,986,986,8/14/21,,,
Sylhet ,470,470,8/14/21,,,
Barisal ,378,378,8/14/21,,,
Rangpur ,809,809,8/14/21,,,
Dhaka,3751,3751,8/13/21,,,
Chittagong ,1152,1152,8/13/21,,,
Khulna ,1517,1517,8/13/21,,,
Rajshahi ,1176,1176,8/13/21,,,
Comilla,1140,1140,8/13/21,,,
Mymensingh,928,928,8/13/21,,,
Sylhet ,472,472,8/13/21,,,
Barisal ,352,352,8/13/21,,,
Rangpur ,816,816,8/13/21,,,
Dhaka,4166,4166,8/12/21,,,
Chittagong ,1251,1251,8/12/21,,,
Khulna ,1576,1576,8/12/21,,,
Rajshahi ,1278,1278,8/12/21,,,
Comilla,1229,1229,8/12/21,,,
Mymensingh,965,965,8/12/21,,,
Sylhet ,500,500,8/12/21,,,
Barisal ,369,369,8/12/21,,,
Rangpur ,804,804,8/12/21,,,
Dhaka,4108,4108,8/11/21,,,
Chittagong ,1185,1185,8/11/21,,,
Khulna ,1641,1641,8/11/21,,,
Rajshahi ,1313,1313,8/11/21,,,
Comilla,1167,1167,8/11/21,,,
Mymensingh,977,977,8/11/21,,,
Sylhet ,509,509,8/11/21,,,
Barisal ,410,410,8/11/21,,,
Rangpur ,833,833,8/11/21,,,
Dhaka,3900,3900,8/10/21,,,
Chittagong ,1239,1239,8/10/21,,,
Khulna ,1599,1599,8/10/21,,,
Rajshahi ,1359,1359,8/10/21,,,
Comilla,1174,1174,8/10/21,,,
Mymensingh,1009,1009,8/10/21,,,
Sylhet ,486,486,8/10/21,,,
Barisal ,376,376,8/10/21,,,
Rangpur ,801,801,8/10/21,,,
Dhaka,4067,4067,8/9/21,,,
Chittagong ,1180,1180,8/9/21,,,
Khulna ,1588,1588,8/9/21,,,
Rajshahi ,1322,1322,8/9/21,,,
Comilla,1151,1151,8/9/21,,,
Mymensingh,1006,1006,8/9/21,,,
Sylhet ,479,479,8/9/21,,,
Barisal ,379,379,8/9/21,,,
Rangpur ,806,806,8/9/21,,,
Dhaka,3884,3884,8/8/21,,,
Chittagong ,1137,1137,8/8/21,,,
Khulna ,1523,1523,8/8/21,,,
Rajshahi ,1271,1271,8/8/21,,,
Comilla,1158,1158,8/8/21,,,
Mymensingh,1038,1038,8/8/21,,,
Sylhet ,493,493,8/8/21,,,
Barisal ,333,333,8/8/21,,,
Rangpur ,812,812,8/8/21,,,
Dhaka,3960,3960,8/7/21,,,
Chittagong ,1055,1055,8/7/21,,,
Khulna ,1498,1498,8/7/21,,,
Rajshahi ,1248,1248,8/7/21,,,
Comilla,1121,1121,8/7/21,,,
Mymensingh,1022,1022,8/7/21,,,
Sylhet ,490,490,8/7/21,,,
Barisal ,345,345,8/7/21,,,
Rangpur ,819,819,8/7/21,,,
Dhaka,3559,3559,8/6/21,,,
Chittagong ,1092,1092,8/6/21,,,
Khulna ,1574,1574,8/6/21,,,
Rajshahi ,1302,1302,8/6/21,,,
Comilla,1155,1155,8/6/21,,,
Mymensingh,1062,1062,8/6/21,,,
Sylhet ,460,460,8/6/21,,,
Barisal ,377,377,8/6/21,,,
Rangpur ,835,835,8/6/21,,,
Dhaka,4027,4027,8/5/21,,,
Chittagong ,1076,1076,8/5/21,,,
Khulna ,1567,1567,8/5/21,,,
Rajshahi ,1332,1332,8/5/21,,,
Comilla,1185,1185,8/5/21,,,
Mymensingh,988,988,8/5/21,,,
Sylhet ,436,436,8/5/21,,,
Barisal ,379,379,8/5/21,,,
Rangpur ,813,813,8/5/21,,,
Dhaka,3941,3941,8/4/21,,,
Chittagong ,1116,1116,8/4/21,,,
Khulna ,1450,1450,8/4/21,,,
Rajshahi ,1239,1239,8/4/21,,,
Comilla,1189,1189,8/4/21,,,
Mymensingh,961,961,8/4/21,,,
Sylhet ,336,336,8/4/21,,,
Barisal ,366,366,8/4/21,,,
Rangpur ,814,814,8/4/21,,,
Dhaka,3905,3905,8/3/21,,,
Chittagong ,1122,1122,8/3/21,,,
Khulna ,1490,1490,8/3/21,,,
Rajshahi ,1250,1250,8/3/21,,,
Comilla,1157,1157,8/3/21,,,
Mymensingh,954,954,8/3/21,,,
Sylhet ,528,528,8/3/21,,,
Barisal ,342,342,8/3/21,,,
Rangpur ,796,796,8/3/21,,,
Dhaka,3628,3628,8/2/21,,,
Chittagong ,1028,1028,8/2/21,,,
Khulna ,1420,1420,8/2/21,,,
Rajshahi ,1245,1245,8/2/21,,,
Comilla,1083,1083,8/2/21,,,
Mymensingh,944,944,8/2/21,,,
Sylhet ,498,498,8/2/21,,,
Barisal ,341,341,8/2/21,,,
Rangpur ,835,835,8/2/21,,,
Dhaka,3498,3498,8/1/21,,,
Chittagong ,989,989,8/1/21,,,
Khulna ,1521,1521,8/1/21,,,
Rajshahi ,1282,1282,8/1/21,,,
Comilla,1143,1143,8/1/21,,,
Mymensingh,887,887,8/1/21,,,
Sylhet ,471,471,8/1/21,,,
Barisal ,358,358,8/1/21,,,
Rangpur ,810,810,8/1/21,,,
Dhaka,2938,2938,7/31/21,,,
Chittagong ,861,861,7/31/21,,,
Khulna ,1430,1430,7/31/21,,,
Rajshahi ,1252,1252,7/31/21,,,
Comilla,1047,1047,7/31/21,,,
Mymensingh,1004,1004,7/31/21,,,
Sylhet ,464,464,7/31/21,,,
Barisal ,344,344,7/31/21,,,
Rangpur ,816,816,7/31/21,,,
Dhaka,2753,2753,7/30/21,,,
Chittagong ,788,788,7/30/21,,,
Khulna ,1357,1357,7/30/21,,,
Rajshahi ,1184,1184,7/30/21,,,
Comilla,1059,1059,7/30/21,,,
Mymensingh,957,957,7/30/21,,,
Sylhet ,456,456,7/30/21,,,
Barisal ,299,299,7/30/21,,,
Rangpur ,806,806,7/30/21,,,
Dhaka,2709,2709,7/29/21,,,
Chittagong ,788,788,7/29/21,,,
Khulna ,916,916,7/29/21,,,
Rajshahi ,1019,1019,7/29/21,,,
Comilla,1021,1021,7/29/21,,,
Mymensingh,864,864,7/29/21,,,
Sylhet ,476,476,7/29/21,,,
Barisal ,284,284,7/29/21,,,
Rangpur ,784,784,7/29/21,,,
Dhaka,2831,2831,7/28/21,,,
Chittagong ,869,869,7/28/21,,,
Khulna ,1362,1362,7/28/21,,,
Rajshahi ,1273,1273,7/28/21,,,
Comilla,1070,1070,7/28/21,,,
Mymensingh,1000,1000,7/28/21,,,
Sylhet ,489,489,7/28/21,,,
Barisal ,252,252,7/28/21,,,
Rangpur ,794,794,7/28/21,,,
Dhaka,2883,2883,7/27/21,,,
Chittagong ,787,787,7/27/21,,,
Khulna ,1381,1381,7/27/21,,,
Rajshahi ,1245,1245,7/27/21,,,
Comilla,1093,1093,7/27/21,,,
Mymensingh,1025,1025,7/27/21,,,
Sylhet ,532,532,7/27/21,,,
Barisal ,285,285,7/27/21,,,
Rangpur ,822,822,7/27/21,,,
Dhaka,3149,3149,7/26/21,,,
Chittagong ,921,921,7/26/21,,,
Khulna ,1494,1494,7/26/21,,,
Rajshahi ,1295,1295,7/26/21,,,
Comilla,1235,1235,7/26/21,,,
Mymensingh,1035,1035,7/26/21,,,
Sylhet ,533,533,7/26/21,,,
Barisal ,384,384,7/26/21,,,
Rangpur ,812,812,7/26/21,,,
Dhaka,2926,2926,7/25/21,,,
Chittagong ,971,971,7/25/21,,,
Khulna ,1535,1535,7/25/21,,,
Rajshahi ,1304,1304,7/25/21,,,
Comilla,1196,1196,7/25/21,,,
Mymensingh,1003,1003,7/25/21,,,
Sylhet ,501,501,7/25/21,,,
Barisal ,393,393,7/25/21,,,
Rangpur ,820,820,7/25/21,,,
Dhaka,2796,2796,7/24/21,,,
Chittagong ,847,847,7/24/21,,,
Khulna ,1443,1443,7/24/21,,,
Rajshahi ,1223,1223,7/24/21,,,
Comilla,1132,1132,7/24/21,,,
Mymensingh,984,984,7/24/21,,,
Sylhet ,480,480,7/24/21,,,
Barisal ,272,272,7/24/21,,,
Rangpur ,835,835,7/24/21,,,
Dhaka,2763,2763,7/23/21,,,
Chittagong ,864,864,7/23/21,,,
Khulna ,1389,1389,7/23/21,,,
Rajshahi ,1183,1183,7/23/21,,,
Comilla,1094,1094,7/23/21,,,
Mymensingh,938,938,7/23/21,,,
Sylhet ,477,477,7/23/21,,,
Barisal ,336,336,7/23/21,,,
Rangpur ,800,800,7/23/21,,,
Dhaka,2909,2909,7/22/21,,,
Chittagong ,1073,1073,7/22/21,,,
Khulna ,1499,1499,7/22/21,,,
Rajshahi ,1320,1320,7/22/21,,,
Comilla,1183,1183,7/22/21,,,
Mymensingh,899,899,7/22/21,,,
Sylhet ,294,294,7/22/21,,,
Barisal ,368,368,7/22/21,,,
Rangpur ,802,802,7/22/21,,,
Dhaka,3010,3010,7/21/21,,,
Chittagong ,990,990,7/21/21,,,
Khulna ,1535,1535,7/21/21,,,
Rajshahi ,1276,1276,7/21/21,,,
Comilla,1255,1255,7/21/21,,,
Mymensingh,1026,1026,7/21/21,,,
Sylhet ,503,503,7/21/21,,,
Barisal ,400,400,7/21/21,,,
Rangpur ,824,824,7/21/21,,,
Dhaka,2949,2949,7/20/21,,,
Chittagong ,1020,1020,7/20/21,,,
Khulna ,1440,1440,7/20/21,,,
Rajshahi ,1154,1154,7/20/21,,,
Comilla,1177,1177,7/20/21,,,
Mymensingh,1002,1002,7/20/21,,,
Sylhet ,491,491,7/20/21,,,
Barisal ,376,376,7/20/21,,,
Rangpur ,802,802,7/20/21,,,
Dhaka,3368,3368,7/19/21,,,
Chittagong ,1273,1273,7/19/21,,,
Khulna ,1547,1547,7/19/21,,,
Rajshahi ,1281,1281,7/19/21,,,
Comilla,1205,1205,7/19/21,,,
Mymensingh,1009,1009,7/19/21,,,
Sylhet ,519,519,7/19/21,,,
Barisal ,403,403,7/19/21,,,
Rangpur ,822,822,7/19/21,,,
Dhaka,4126,4126,7/18/21,,,
Chittagong ,1308,1308,7/18/21,,,
Khulna ,1621,1621,7/18/21,,,
Rajshahi ,1384,1384,7/18/21,,,
Comilla,1161,1161,7/18/21,,,
Mymensingh,1024,1024,7/18/21,,,
Sylhet ,531,531,7/18/21,,,
Barisal ,392,392,7/18/21,,,
Rangpur ,792,792,7/18/21,,,
Dhaka,4313,4313,7/17/21,,,
Chittagong ,1307,1307,7/17/21,,,
Khulna ,1626,1626,7/17/21,,,
Rajshahi ,1341,1341,7/17/21,,,
Comilla,1209,1209,7/17/21,,,
Mymensingh,1022,1022,7/17/21,,,
Sylhet ,500,500,7/17/21,,,
Barisal ,397,397,7/17/21,,,
Rangpur ,786,786,7/17/21,,,
Dhaka,4008,4008,7/16/21,,,
Chittagong ,1255,1255,7/16/21,,,
Khulna ,1595,1595,7/16/21,,,
Rajshahi ,1417,1417,7/16/21,,,
Comilla,1157,1157,7/16/21,,,
Mymensingh,1086,1086,7/16/21,,,
Sylhet ,491,491,7/16/21,,,
Barisal ,384,384,7/16/21,,,
Rangpur ,776,776,7/16/21,,,
Dhaka,4465,4465,7/15/21,,,
Chittagong ,1319,1319,7/15/21,,,
Khulna ,1599,1599,7/15/21,,,
Rajshahi ,1386,1386,7/15/21,,,
Comilla,1232,1232,7/15/21,,,
Mymensingh,1042,1042,7/15/21,,,
Sylhet ,535,535,7/15/21,,,
Barisal ,398,398,7/15/21,,,
Rangpur ,783,783,7/15/21,,,
Dhaka,4359,4359,7/14/21,,,
Chittagong ,1307,1307,7/14/21,,,
Khulna ,1572,1572,7/14/21,,,
Rajshahi ,1402,1402,7/14/21,,,
Comilla,1216,1216,7/14/21,,,
Mymensingh,1009,1009,7/14/21,,,
Sylhet ,470,470,7/14/21,,,
Barisal ,366,366,7/14/21,,,
Rangpur ,782,782,7/14/21,,,
Dhaka,4298,4298,7/13/21,,,
Chittagong ,1193,1193,7/13/21,,,
Khulna ,1537,1537,7/13/21,,,
Rajshahi ,1391,1391,7/13/21,,,
Comilla,1173,1173,7/13/21,,,
Mymensingh,1032,1032,7/13/21,,,
Sylhet ,481,481,7/13/21,,,
Barisal ,363,363,7/13/21,,,
Rangpur ,774,774,7/13/21,,,
Dhaka,4330,4330,7/12/21,,,
Chittagong ,1212,1212,7/12/21,,,
Khulna ,1545,1545,7/12/21,,,
Rajshahi ,1378,1378,7/12/21,,,
Comilla,1212,1212,7/12/21,,,
Mymensingh,1046,1046,7/12/21,,,
Sylhet ,520,520,7/12/21,,,
Barisal ,376,376,7/12/21,,,
Rangpur ,786,786,7/12/21,,,
Dhaka,4477,4477,7/11/21,,,
Chittagong ,1096,1096,7/11/21,,,
Khulna ,1540,1540,7/11/21,,,
Rajshahi ,1395,1395,7/11/21,,,
Comilla,1078,1078,7/11/21,,,
Mymensingh,1065,1065,7/11/21,,,
Sylhet ,531,531,7/11/21,,,
Barisal ,380,380,7/11/21,,,
Rangpur ,786,786,7/11/21,,,
Dhaka,4254,4254,7/10/21,,,
Chittagong ,1261,1261,7/10/21,,,
Khulna ,1537,1537,7/10/21,,,
Rajshahi ,1361,1361,7/10/21,,,
Comilla,1205,1205,7/10/21,,,
Mymensingh,1073,1073,7/10/21,,,
Sylhet ,592,592,7/10/21,,,
Barisal ,371,371,7/10/21,,,
Rangpur ,799,799,7/10/21,,,
Dhaka,3737,3737,7/9/21,,,
Chittagong ,1195,1195,7/9/21,,,
Khulna ,1471,1471,7/9/21,,,
Rajshahi ,1304,1304,7/9/21,,,
Comilla,1154,1154,7/9/21,,,
Mymensingh,1041,1041,7/9/21,,,
Sylhet ,533,533,7/9/21,,,
Barisal ,337,337,7/9/21,,,
Rangpur ,800,800,7/9/21,,,
Dhaka,4011,4011,7/8/21,,,
Chittagong ,1196,1196,7/8/21,,,
Khulna ,1437,1437,7/8/21,,,
Rajshahi ,1281,1281,7/8/21,,,
Comilla,1123,1123,7/8/21,,,
Mymensingh,1056,1056,7/8/21,,,
Sylhet ,519,519,7/8/21,,,
Barisal ,342,342,7/8/21,,,
Rangpur ,804,804,7/8/21,,,
Dhaka,3934,3934,7/7/21,,,
Chittagong ,1100,1100,7/7/21,,,
Khulna ,1320,1320,7/7/21,,,
Rajshahi ,1235,1235,7/7/21,,,
Comilla,1098,1098,7/7/21,,,
Mymensingh,956,956,7/7/21,,,
Sylhet ,443,443,7/7/21,,,
Barisal ,319,319,7/7/21,,,
Rangpur ,804,804,7/7/21,,,
Dhaka,4037,4037,7/6/21,,,
Chittagong ,1195,1195,7/6/21,,,
Khulna ,1572,1572,7/6/21,,,
Rajshahi ,1185,1185,7/6/21,,,
Comilla,1189,1189,7/6/21,,,
Mymensingh,1009,1009,7/6/21,,,
Sylhet ,460,460,7/6/21,,,
Barisal ,365,365,7/6/21,,,
Rangpur ,786,786,7/6/21,,,
Dhaka,4087,4087,7/5/21,,,
Chittagong ,1225,1225,7/5/21,,,
Khulna ,1473,1473,7/5/21,,,
Rajshahi ,1317,1317,7/5/21,,,
Comilla,1140,1140,7/5/21,,,
Mymensingh,1008,1008,7/5/21,,,
Sylhet ,486,486,7/5/21,,,
Barisal ,342,342,7/5/21,,,
Rangpur ,784,784,7/5/21,,,
Dhaka,3890,3890,7/4/21,,,
Chittagong ,1104,1104,7/4/21,,,
Khulna ,1389,1389,7/4/21,,,
Rajshahi ,1268,1268,7/4/21,,,
Comilla,1068,1068,7/4/21,,,
Mymensingh,1006,1006,7/4/21,,,
Sylhet ,462,462,7/4/21,,,
Barisal ,341,341,7/4/21,,,
Rangpur ,760,760,7/4/21,,,
Dhaka,3842,3842,7/3/21,,,
Chittagong ,1150,1150,7/3/21,,,
Khulna ,1377,1377,7/3/21,,,
Rajshahi ,1185,1185,7/3/21,,,
Comilla,1039,1039,7/3/21,,,
Mymensingh,897,897,7/3/21,,,
Sylhet ,445,445,7/3/21,,,
Barisal ,322,322,7/3/21,,,
Rangpur ,743,743,7/3/21,,,
Dhaka,3023,3023,7/2/21,,,
Chittagong ,1034,1034,7/2/21,,,
Khulna ,1190,1190,7/2/21,,,
Rajshahi ,1066,1066,7/2/21,,,
Comilla,983,983,7/2/21,,,
Mymensingh,825,825,7/2/21,,,
Sylhet ,389,389,7/2/21,,,
Barisal ,302,302,7/2/21,,,
Rangpur ,688,688,7/2/21,,,
Dhaka,3492,3492,7/1/21,,,
Chittagong ,1079,1079,7/1/21,,,
Khulna ,1045,1045,7/1/21,,,
Rajshahi ,1022,1022,7/1/21,,,
Comilla,857,857,7/1/21,,,
Mymensingh,820,820,7/1/21,,,
Sylhet ,400,400,7/1/21,,,
Barisal ,249,249,7/1/21,,,
Rangpur ,661,661,7/1/21,,,
Dhaka,3435,3435,6/30/21,,,
Chittagong ,1117,1117,6/30/21,,,
Khulna ,1283,1283,6/30/21,,,
Rajshahi ,1105,1105,6/30/21,,,
Comilla,853,853,6/30/21,,,
Mymensingh,690,690,6/30/21,,,
Sylhet ,331,331,6/30/21,,,
Barisal ,380,380,6/30/21,,,
Rangpur ,610,610,6/30/21,,,
Dhaka,3895,3895,6/29/21,,,
Chittagong ,1213,1213,6/29/21,,,
Khulna ,1376,1376,6/29/21,,,
Rajshahi ,1166,1166,6/29/21,,,
Comilla,957,957,6/29/21,,,
Mymensingh,816,816,6/29/21,,,
Sylhet ,415,415,6/29/21,,,
Barisal ,359,359,6/29/21,,,
Rangpur ,699,699,6/29/21,,,
Dhaka,4411,4411,6/28/21,,,
Chittagong ,1254,1254,6/28/21,,,
Khulna ,1491,1491,6/28/21,,,
Rajshahi ,1235,1235,6/28/21,,,
Comilla,1114,1114,6/28/21,,,
Mymensingh,961,961,6/28/21,,,
Sylhet ,423,423,6/28/21,,,
Barisal ,354,354,6/28/21,,,
Rangpur ,638,638,6/28/21,,,
Dhaka,4330,4330,6/27/21,,,
Chittagong ,1239,1239,6/27/21,,,
Khulna ,1475,1475,6/27/21,,,
Rajshahi ,1355,1355,6/27/21,,,
Comilla,1174,1174,6/27/21,,,
Mymensingh,999,999,6/27/21,,,
Sylhet ,475,475,6/27/21,,,
Barisal ,339,339,6/27/21,,,
Rangpur ,727,727,6/27/21,,,
Dhaka,4360,4360,6/26/21,,,
Chittagong ,1330,1330,6/26/21,,,
Khulna ,1484,1484,6/26/21,,,
Rajshahi ,1259,1259,6/26/21,,,
Comilla,1151,1151,6/26/21,,,
Mymensingh,1050,1050,6/26/21,,,
Sylhet ,489,489,6/26/21,,,
Barisal ,353,353,6/26/21,,,
Rangpur ,786,786,6/26/21,,,
Dhaka,3866,3866,6/25/21,,,
Chittagong ,1220,1220,6/25/21,,,
Khulna ,1443,1443,6/25/21,,,
Rajshahi ,1272,1272,6/25/21,,,
Comilla,1114,1114,6/25/21,,,
Mymensingh,1001,1001,6/25/21,,,
Sylhet ,453,453,6/25/21,,,
Barisal ,343,343,6/25/21,,,
Rangpur ,787,787,6/25/21,,,
Dhaka,4272,4272,6/24/21,,,
Chittagong ,1165,1165,6/24/21,,,
Khulna ,1448,1448,6/24/21,,,
Rajshahi ,1289,1289,6/24/21,,,
Comilla,1164,1164,6/24/21,,,
Mymensingh,989,989,6/24/21,,,
Sylhet ,516,516,6/24/21,,,
Barisal ,362,362,6/24/21,,,
Rangpur ,794,794,6/24/21,,,
Dhaka,4267,4267,6/23/21,,,
Chittagong ,1294,1294,6/23/21,,,
Khulna ,1384,1384,6/23/21,,,
Rajshahi ,1292,1292,6/23/21,,,
Comilla,1144,1144,6/23/21,,,
Mymensingh,975,975,6/23/21,,,
Sylhet ,481,481,6/23/21,,,
Barisal ,353,353,6/23/21,,,
Rangpur ,791,791,6/23/21,,,
Dhaka,4084,4084,6/22/21,,,
Chittagong ,1244,1244,6/22/21,,,
Khulna ,1399,1399,6/22/21,,,
Rajshahi ,1308,1308,6/22/21,,,
Comilla,1113,1113,6/22/21,,,
Mymensingh,896,896,6/22/21,,,
Sylhet ,462,462,6/22/21,,,
Barisal ,329,329,6/22/21,,,
Rangpur ,788,788,6/22/21,,,
Dhaka,4166,4166,6/21/21,,,
Chittagong ,1163,1163,6/21/21,,,
Khulna ,1353,1353,6/21/21,,,
Rajshahi ,1256,1256,6/21/21,,,
Comilla,1053,1053,6/21/21,,,
Mymensingh,983,983,6/21/21,,,
Sylhet ,510,510,6/21/21,,,
Barisal ,298,298,6/21/21,,,
Rangpur ,784,784,6/21/21,,,
Dhaka,4053,4053,6/20/21,,,
Chittagong ,1203,1203,6/20/21,,,
Khulna ,1220,1220,6/20/21,,,
Rajshahi ,1063,1063,6/20/21,,,
Comilla,1010,1010,6/20/21,,,
Mymensingh,894,894,6/20/21,,,
Sylhet ,427,427,6/20/21,,,
Barisal ,280,280,6/20/21,,,
Rangpur ,751,751,6/20/21,,,
Dhaka,3723,3723,6/19/21,,,
Chittagong ,1003,1003,6/19/21,,,
Khulna ,1175,1175,6/19/21,,,
Rajshahi ,1064,1064,6/19/21,,,
Comilla,957,957,6/19/21,,,
Mymensingh,857,857,6/19/21,,,
Sylhet ,433,433,6/19/21,,,
Barisal ,295,295,6/19/21,,,
Rangpur ,725,725,6/19/21,,,
Dhaka,3478,3478,6/18/21,,,
